Title,Release Date,Language
I Still Know What You Did Last Summer,1998,American
I'll Be Home For Christmas,1998,American
The Impostors,1998,American
Jack Frost,1998,American
Jane Austen's Mafia!,1998,American
Judas Kiss,1998,American
Killer Flick,1998,American
Kissing a Fool,1998,American
Knock Off,1998,American
Krippendorf's Tribe,1998,American
Kurt & Courtney,1998,American
The Last Days of Disco,1998,American
The Last Days,1998,American
Lenny Bruce: Swear to Tell the Truth,1998,American
Les Misérables,1998,American
Let's Talk About Sex,1998,American
Lethal Weapon 4,1998,American
The Life and Times of Hank Greenberg,1998,American
The Lion King II: Simba's Pride,1998,American
Living Out Loud,1998,American
Lost in Space,1998,American
Lulu on the Bridge,1998,American
Madeline,1998,American
Major League: Back to the Minors,1998,American
The Man in the Iron Mask,1998,American
The Mask of Zorro,1998,American
Meet Joe Black,1998,American
Meet the Deedles,1998,American
Melting Pot,1998,American
Mercury Rising,1998,American
Mickey's Once Upon a Christmas,1998,American
Mighty Joe Young,1998,American
The Mighty,1998,American
The Mighty Kong,1998,American
Montana,1998,American
Monument Ave.,1998,American
Mr. Nice Guy,1998,American
Music from Another Room,1998,American
My Giant,1998,American
The Naked Man,1998,American
The Negotiator,1998,American
New Rose Hotel,1998,American
The Newton Boys,1998,American
Next Stop Wonderland,1998,American
A Night at the Roxbury,1998,American
No Looking Back,1998,American
The Object of My Affection,1998,American
October 22,1998,American
The Odd Couple II,1998,American
One Tough Cop,1998,American
One True Thing,1998,American
The Opposite of Sex,1998,American
Out of Sight,1998,American
Outside Ozona,1998,American
Overnight Delivery,1998,American
The Parent Trap,1998,American
Patch Adams,1998,American
The Pentagon Wars,1998,American
A Perfect Murder,1998,American
Permanent Midnight,1998,American
Phantasm IV: Oblivion,1998,American
The Players Club,1998,American
Playing by Heart,1998,American
Pocahontas II: Journey to a New World,1998,American
Polish Wedding,1998,American
Poodle Springs,1998,American
Practical Magic,1998,American
A Price Above Rubies,1998,American
Primary Colors,1998,American
The Prince of Egypt,1998,American
The Prophecy II,1998,American
The Proposition,1998,American
Psycho,1998,American
Quest for Camelot,1998,American
The Rat Pack,1998,American
Reach the Rock,1998,American
Regret to Inform,1998,American
The Replacement Killers,1998,American
Return to Paradise,1998,American
Richie Rich's Christmas Wish,1998,American
Riddler's Moon,1998,American
Rudolph the Red-Nosed Reindeer: The Movie,1998,American
The Rugrats Movie,1998,American
Rush Hour,1998,American
Rusty: A Dog's Tale,1998,American
Safe Men,1998,American
Saving Private Ryan,1998,American
The Secret of NIMH 2: Timmy to the Rescue,1998,American
Shakespeare in Love,1998,American
The Siege,1998,American
Simon Birch,1998,American
A Simple Plan,1998,American
Since You've Been Gone,1998,American
"Six Days, Seven Nights",1998,American
Six-String Samurai,1998,American
Slappy and the Stinkers,1998,American
Slums of Beverly Hills,1998,American
Small Soldiers,1998,American
Smoke Signals,1998,American
Snake Eyes,1998,American
Somewhere in the City,1998,American
Sour Grapes,1998,American
Species II,1998,American
Spice World,1998,American
Star Trek: Insurrection,1998,American
The Swan Princess III: The Mystery of the Enchanted Treasure,1998,American
Tarzan and the Lost City,1998,American
There's Something About Mary,1998,American
Thick as Thieves,1998,American
The Thin Red Line,1998,American
The Truman Show,1998,American
U.S. Marshals,1998,American
Urban Legend,1998,American
Vampires,1998,American
Very Bad Things,1998,American
The Waterboy,1998,American
The Wedding Singer,1998,American
What Dreams May Come,1998,American
Why Do Fools Fall in Love,1998,American
Wide Awake,1998,American
Wild Things,1998,American
Without Limits,1998,American
Wrongfully Accused,1998,American
The X-Files,1998,American
Your Friends & Neighbors,1998,American
You've Got Mail,1998,American
Zero Effect,1998,American
The 13th Warrior,1999,American
200 Cigarettes,1999,American
The 4th Floor,1999,American
The Adventures of Elmo in Grouchland,1999,American
American Beauty,1999,American
American Movie,1999,American
American Pie,1999,American
Analyze This,1999,American
Angel's Dance,1999,American
Animal Farm,1999,American
Anna and the King,1999,American
Annie,1999,American
Any Given Sunday,1999,American
Anywhere but Here,1999,American
Apocalypse II: Revelation,1999,American
Arlington Road,1999,American
The Astronaut's Wife,1999,American
At First Sight,1999,American
Atomic Train,1999,American
Austin Powers: The Spy Who Shagged Me,1999,American
Baby Geniuses,1999,American
The Bachelor,1999,American
Being John Malkovich,1999,American
Best Laid Plans,1999,American
The Best Man,1999,American
Beyond the Mat,1999,American
Bicentennial Man,1999,American
Big Daddy,1999,American
The Big Kahuna,1999,American
The Big Tease,1999,American
Black and White,1999,American
The Blair Witch Project,1999,American
Blast from the Past,1999,American
Blue Streak,1999,American
Body Shots,1999,American
The Bone Collector,1999,American
The Boondock Saints,1999,American
Boys Don't Cry,1999,American
Breakfast of Champions,1999,American
Bringing Out the Dead,1999,American
Brokedown Palace,1999,American
But I'm a Cheerleader,1999,American
Chill Factor,1999,American
Chutney Popcorn,1999,American
The Cider House Rules,1999,American
Coming Soon,1999,American
The Corruptor,1999,American
Cradle Will Rock,1999,American
Crazy in Alabama,1999,American
The Crimson Code,1999,American
Cruel Intentions,1999,American
Deep Blue Sea,1999,American
The Deep End of the Ocean,1999,American
Detroit Rock City,1999,American
Deuce Bigalow: Male Gigolo,1999,American
Dill Scallion,1999,American
A Dog of Flanders,1999,American
Double Jeopardy,1999,American
Doug's 1st Movie,1999,American
Drive Me Crazy,1999,American
Drop Dead Gorgeous,1999,American
Dudley Do-Right,1999,American
End of Days,1999,American
Eye of the Beholder,1999,American
Eyes Wide Shut,1999,American
Family of Cops III: Under Suspicion,1999,American
Fantasia 2000,1999,American
Fight Club,1999,American
The Florentine,1999,American
For Love of the Game,1999,American
Forces of Nature,1999,American
Friends & Lovers,1999,American
Galaxy Quest,1999,American
The General's Daughter,1999,American
Ghost Dog: The Way of the Samurai,1999,American
"Girl, Interrupted",1999,American
Gloria,1999,American
The Green Mile,1999,American
Guinevere,1999,American
"Happy, Texas",1999,American
The Haunting,1999,American
Heaven or Vegas,1999,American
Held Up,1999,American
The Hi-Line,1999,American
A Holiday Romance,1999,American
House on Haunted Hill,1999,American
The Hurricane,1999,American
An Ideal Husband,1999,American
Idle Hands,1999,American
In Dreams,1999,American
Inherit the Wind,1999,American
In Too Deep,1999,American
The Insider,1999,American
Inspector Gadget,1999,American
The Iron Giant,1999,American
Jakob the Liar,1999,American
Jesus' Son,1999,American
Joe the King,1999,American
Just a Little Harmless Sex,1999,American
Just the Ticket,1999,American
The King and I,1999,American
Kiss the Sky,1999,American
Kiss Toledo Goodbye,1999,American
Lake Placid,1999,American
Liberty Heights,1999,American
Light It Up,1999,American
Limbo,1999,American
The Limey,1999,American
Lost & Found,1999,American
The Love Letter,1999,American
Love Stinks,1999,American
Lovers Lane,1999,American
Man of the Century,1999,American
Man on the Moon,1999,American
A Map of the World,1999,American
The Mating Habits of the Earthbound Human,1999,American
The Matrix,1999,American
Message in a Bottle,1999,American
The Messenger: The Story of Joan of Arc,1999,American
Mickey Blue Eyes,1999,American
A Midsummer Night's Dream,1999,American
Miss Julie,1999,American
The Mod Squad,1999,American
Mr. Death,1999,American
The Mummy,1999,American
Muppets from Space,1999,American
The Muse,1999,American
Music of the Heart,1999,American
My Favorite Martian,1999,American
My Voyage to Italy,1999,American
"Mystery, Alaska",1999,American
Mystery Men,1999,American
Never Been Kissed,1999,American
The Ninth Gate,1999,American
Ninth Street,1999,American
Notting Hill,1999,American
October Sky,1999,American
Office Space,1999,American
The Omega Code,1999,American
One Man's Hero,1999,American
The Other Sister,1999,American
"Our Friend, Martin",1999,American
Outside Providence,1999,American
The Passion of Ayn Rand,1999,American
Passport to Paris,1999,American
Payback,1999,American
Play It to the Bone,1999,American
Pushing Tin,1999,American
The Rage: Carrie 2,1999,American
Random Hearts,1999,American
Retro Puppet Master,1999,American
Ride with the Devil,1999,American
Rites of Passage,1999,American
Runaway Bride,1999,American
The Runner,1999,American
The Secret Pact,1999,American
She's All That,1999,American
Silver Wolf,1999,American
Simon Sez,1999,American
The Simple Life of Noah Dearborn,1999,American
Simply Irresistible,1999,American
The Sixth Sense,1999,American
Sleepy Hollow,1999,American
A Slipping-Down Life,1999,American
Snow Falling on Cedars,1999,American
"South Park: Bigger, Longer & Uncut",1999,American
Speedway Junky,1999,American
Star Wars: Episode I – The Phantom Menace,1999,American
Stir of Echoes,1999,American
The Story of Us,1999,American
The Straight Story,1999,American
Stuart Little,1999,American
The Suburbans,1999,American
Summer of Sam,1999,American
Sweet and Lowdown,1999,American
The Talented Mr. Ripley,1999,American
Teaching Mrs. Tingle,1999,American
That Championship Season,1999,American
Thicker than Water,1999,American
The Thirteenth Floor,1999,American
The Thirteenth Year,1999,American
The Thomas Crown Affair,1999,American
Three Kings,1999,American
Three to Tango,1999,American
Toy Story 2,1999,American
True Crime,1999,American
Twin Falls Idaho,1999,American
Universal Soldier: The Return,1999,American
Varsity Blues,1999,American
Velocity Trap,1999,American
The Virgin Suicides,1999,American
The Waiting Game,1999,American
Wakko's Wish,1999,American
A Walk on the Moon,1999,American
Walking Across Egypt,1999,American
When the Day Breaks,1999,American
Wild Wild West,1999,American
Wing Commander,1999,American
Winnie the Pooh: Seasons of Giving,1999,American
Wisconsin Death Trip,1999,American
The Woman Chaser,1999,American
A Woman Scorned,1999,American
The Wood,1999,American
The World Is Not Enough,1999,American
 ,2000,American
The 6th Day,2000,American
Adventures in Wild California,2000,American
The Adventures of Rocky and Bullwinkle,2000,American
All the Pretty Horses,2000,American
Almost Famous,2000,American
American Psycho,2000,American
Animal Factory,2000,American
The Art of War,2000,American
Autumn in New York,2000,American
The Ballad of Ramblin' Jack,2000,American
Battlefield Earth,2000,American
The Beach,2000,American
Beautiful Joe,2000,American
Before Night Falls,2000,American
Best in Show,2000,American
Big Momma's House,2000,American
The Big Tease,2000,American
Bless the Child,2000,American
Boiler Room,2000,American
Book of Shadows: Blair Witch 2,2000,American
Boys and Girls,2000,American
Bring It On,2000,American
The Broken Hearts Club: A Romantic Comedy,2000,American
Cecil B. Demented,2000,American
The Cell,2000,American
Center Stage,2000,American
Charlie's Angels,2000,American
Cherry Falls,2000,American
Chinese Coffee,2000,American
A Chronicle of Corpses,2000,American
Chuck & Buck,2000,American
The Contender,2000,American
Coyote Ugly,2000,American
"Crouching Tiger, Hidden Dragon",2000,American
The Crew,2000,American
The Crossing,2000,American
Digimon: The Movie,2000,American
Dinosaur,2000,American
Down to You,2000,American
Dr. T & the Women,2000,American
Dracula 2000,2000,American
Drowning Mona,2000,American
"Dude, Where's My Car?",2000,American
Dungeons & Dragons,2000,American
Erin Brockovich,2000,American
An Everlasting Piece,2000,American
The Eyes of Tammy Faye,2000,American
Fail Safe,2000,American
The Fantasticks,2000,American
Final Destination,2000,American
Finding Forrester,2000,American
The Flintstones in Viva Rock Vegas,2000,American
For Love or Country: The Arturo Sandoval Story,2000,American
The Gift,2000,American
The Girl,2000,American
Gladiator,2000,American
The Golden Bowl,2000,American
Gone in 60 Seconds,2000,American
Gun Shy,2000,American
Hanging Up,2000,American
Held Up,2000,American
Here on Earth,2000,American
High Fidelity,2000,American
Highlander: Endgame,2000,American
Hollow Man,2000,American
The House of Mirth,2000,American
How the Grinch Stole Christmas,2000,American
How to Kill Your Neighbor's Dog,2000,American
The In Crowd,2000,American
Into the Arms of Strangers: Stories of the Kindertransport,2000,American
Isn't She Great,2000,American
Ivans Xtc,2000,American
Just One Night,2000,American
The Kid,2000,American
The Last Producer,2000,American
The Legend of Bagger Vance,2000,American
Little Nicky,2000,American
The Little Vampire,2000,American
Long Night's Journey into Day,2000,American
Lost Souls,2000,American
Love & Basketball,2000,American
Lucky Numbers,2000,American
"Me, Myself & Irene",2000,American
Meet the Parents,2000,American
Men of Honor,2000,American
Mercy Streets,2000,American
The Million Dollar Hotel,2000,American
Miss Congeniality,2000,American
Mission to Mars,2000,American
Mission: Impossible 2,2000,American
My Dog Skip,2000,American
My 5 Wives,2000,American
Next Friday,2000,American
Nothin' 2 Lose,2000,American
Nutty Professor II: The Klumps,2000,American
Nurse Betty,2000,American
The Opportunists,2000,American
The Original Kings of Comedy,2000,American
Our Song,2000,American
Passion of Mind,2000,American
The Patriot,2000,American
Pay It Forward,2000,American
The Perfect Storm,2000,American
Picking Up the Pieces,2000,American
Pitch Black,2000,American
Poor White Trash,2000,American
Price of Glory,2000,American
Prince of Central Park,2000,American
Proof of Life,2000,American
Psycho Beach Party,2000,American
Reckless Indifference,2000,American
Red Planet,2000,American
Reindeer Games,2000,American
Remember the Titans,2000,American
The Replacements,2000,American
Requiem for a Dream,2000,American
Return to Me,2000,American
The Road to El Dorado,2000,American
Road Trip,2000,American
Romeo Must Die,2000,American
Rugrats in Paris: The Movie,2000,American
Rules of Engagement,2000,American
A Rumor of Angels,2000,American
Scary Movie,2000,American
Scottsboro: An American Tragedy,2000,American
Scream 3,2000,American
Seventeen Again,2000,American
Sexy Beast,2000,American
Shadow of the Vampire,2000,American
Shaft,2000,American
Shanghai Noon,2000,American
Shriek If You Know What I Did Last Friday the Thirteenth,2000,American
The Skulls,2000,American
Small Time Crooks,2000,American
The Smokers,2000,American
Snow Day,2000,American
Sound and Fury,2000,American
Space Cowboys,2000,American
The Specials,2000,American
Steal This Movie!,2000,American
Terror Tract,2000,American
Things You Can Tell Just by Looking at Her,2000,American
Thirteen Days,2000,American
Thomas & the Magic Railroad,2000,American
The Tigger Movie,2000,American
Titan A.E.,2000,American
Turn It Up,2000,American
Under Suspicion,2000,American
Up at the Villa,2000,American
Urban Legends: Final Cut,2000,American
The Visit,2000,American
The Watcher,2000,American
The Way of the Gun,2000,American
Whatever It Takes,2000,American
What Lies Beneath,2000,American
What Planet Are You From?,2000,American
What Women Want,2000,American
Where the Heart Is,2000,American
Where the Money Is,2000,American
The Whole Nine Yards,2000,American
Woman on Top,2000,American
Wonder Boys,2000,American
You Can Count on Me,2000,American
 ,2001,American
3000 Miles to Graceland,2001,American
The Affair of the Necklace,2001,American
After the Storm,2001,American
All Over the Guy,2001,American
Along Came a Spider,2001,American
The Amati Girls,2001,American
America's Sweethearts,2001,American
The American Astronaut,2001,American
American Outlaws,2001,American
American Pie 2,2001,American
An American Rhapsody,2001,American
Amy's Orgasm,2001,American
Angel Eyes,2001,American
The Animal,2001,American
The Anniversary Party,2001,American
Atlantis: The Lost Empire,2001,American
A Beautiful Mind,2001,American
Behind Enemy Lines,2001,American
The Believer,2001,American
Big Bad Love,2001,American
Black Hawk Down,2001,American
Black Knight,2001,American
Boom: The Sound of Eviction,2001,American
A Boy Named Sue,2001,American
Brian's Song,2001,American
The Brothers,2001,American
Bubble Boy,2001,American
Buffalo Soldiers,2001,American
The Business of Strangers,2001,American
Call Me Claus,2001,American
The Cat's Meow,2001,American
Cats & Dogs,2001,American
The Caveman's Valentine,2001,American
The Center of the World,2001,American
A Chronicle of Corpses,2001,American
Corky Romano,2001,American
Crocodile Dundee in Los Angeles,2001,American
Cruel Intentions 2,2001,American
The Curse of the Jade Scorpion,2001,American
Delivering Milo,2001,American
Dogtown and Z-Boys,2001,American
Domestic Disturbance,2001,American
Don't Say a Word,2001,American
Donnie Darko,2001,American
Double Take,2001,American
Down to Earth,2001,American
Dr. Dolittle 2,2001,American
Dumb Luck,2001,American
Elvira's Haunted Hills,2001,American
Enemy at the Gates,2001,American
Escape from Hell,2001,American
Exit Wounds,2001,American
Festival in Cannes,2001,American
Final Fantasy: The Spirits Within,2001,American
Finder's Fee,2001,American
The Fluffer,2001,American
The Forsaken,2001,American
Freddy Got Fingered,2001,American
From Hell,2001,American
Full Frontal,2001,American
Ghost World,2001,American
Ghosts of Mars,2001,American
The Glass House,2001,American
God Didn't Give Me a Week's Notice,2001,American
Good Neighbor,2001,American
Gosford Park,2001,American
Green Dragon,2001,American
The Grey Zone,2001,American
Harry Potter and the Sorcerer's Stone,2001,American
Harvard Man,2001,American
Head Over Heels,2001,American
Heartbreakers,2001,American
Hearts in Atlantis,2001,American
Hedwig and the Angry Inch,2001,American
Herman U.S.A.,2001,American
How High,2001,American
How to Make a Monster,2001,American
Human Nature,2001,American
In the Bedroom,2001,American
Jeepers Creepers,2001,American
Jimmy Neutron: Boy Genius,2001,American
The Jimmy Show,2001,American
Joe Dirt,2001,American
Joe Somebody,2001,American
Josie and the Pussycats,2001,American
Joy Ride,2001,American
Jurassic Park III,2001,American
Just Visiting,2001,American
Kate & Leopold,2001,American
Kill Me Later,2001,American
Kingdom Come,2001,American
Kiss of the Dragon,2001,American
Kissing Jessica Stein,2001,American
A Knight's Tale,2001,American
Knockaround Guys,2001,American
Lara Croft: Tomb Raider,2001,American
The Last Brickmaker in America,2001,American
The Last Castle,2001,American
Laughter on the 23rd Floor,2001,American
Legally Blonde,2001,American
Life as a House,2001,American
The Lord of the Rings: The Fellowship of the Ring,2001,American
The Lost Skeleton of Cadavra,2001,American
Lovely & Amazing,2001,American
The Man from Elysian Fields,2001,American
The Man Who Wasn't There,2001,American
Max Keeble's Big Move,2001,American
Megiddo: The Omega Code 2,2001,American
The Mexican,2001,American
Mockingbird Don't Sing,2001,American
Monsoon Wedding,2001,American
Monster's Ball,2001,American
"Monsters, Inc.",2001,American
A Month of Sundays,2001,American
Moulin Rouge!,2001,American
Mulholland Drive,2001,American
The Mummy Returns,2001,American
Murder on a Sunday Morning,2001,American
The Musketeer,2001,American
My Big Break,2001,American
My Big Fat Greek Wedding,2001,American
My First Mister,2001,American
Ocean's Eleven,2001,American
On the Line,2001,American
The One,2001,American
One Night at McCool's,2001,American
Original Sin,2001,American
Osmosis Jones,2001,American
The Others,2001,American
Out Cold,2001,American
Out of the Black,2001,American
Pearl Harbor,2001,American
Planet of the Apes,2001,American
The Pledge,2001,American
Pootie Tang,2001,American
Prancer Returns,2001,American
The Princess Diaries,2001,American
Recess: School's Out,2001,American
Revolution OS,2001,American
Riding in Cars with Boys,2001,American
Rock Star,2001,American
The Royal Tenenbaums,2001,American
Rush Hour 2,2001,American
Save the Last Dance,2001,American
Saving Silverman,2001,American
Say It Isn't So,2001,American
Scary Movie 2,2001,American
The Score,2001,American
"Scotland, PA",2001,American
See Spot Run,2001,American
Session 9,2001,American
Shallow Hal,2001,American
She Creature,2001,American
The Shipping News,2001,American
The Shrink Is In,2001,American
Sidewalks of New York,2001,American
Someone Like You,2001,American
Soul Survivors,2001,American
Southern Comfort,2001,American
Spy Game,2001,American
Spy Kids,2001,American
Sugar & Spice,2001,American
Summer Catch,2001,American
Super Troopers,2001,American
Sweet November,2001,American
Thirteen Conversations About One Thing,2001,American
Thirteen Ghosts,2001,American
To End All Wars,2001,American
Tortilla Soup,2001,American
Town & Country,2001,American
Training Day,2001,American
Two Can Play That Game,2001,American
Vanilla Sky,2001,American
The Wash,2001,American
The Wedding Planner,2001,American
West 47th Street,2001,American
Wet Hot American Summer,2001,American
What's the Worst That Could Happen?,2001,American
When Strangers Appear,2001,American
The Zeros,2001,American
The Lord of the Rings: The Two Towers,2002,American
Star Wars: Episode II - Attack of the Clones,2002,American
Harry Potter and the Chamber of Secrets,2002,American
My Big Fat Greek Wedding,2002,American
Austin Powers in Goldmember,2002,American
Men in Black II,2002,American
Ice Age,2002,American
 ,2002,American
25th Hour,2002,American
About a Boy,2002,American
About Schmidt,2002,American
The Adventures of Pluto Nash,2002,American
All About the Benjamins,2002,American
Analyze That,2002,American
Antwone Fisher,2002,American
Auto Focus,2002,American
Avenging Angelo,2002,American
Ballistic: Ecks vs. Sever,2002,American
The Banger Sisters,2002,American
Better Luck Tomorrow,2002,American
Big Fat Liar,2002,American
Big Trouble,2002,American
Biggie & Tupac,2002,American
Birthday Girl,2002,American
Blade II,2002,American
Blood Work,2002,American
Blue Crush,2002,American
Book of Love,2002,American
The Bourne Identity,2002,American
Bowling for Columbine,2002,American
Brown Sugar,2002,American
Bubba Ho-tep,2002,American
The Burial Society,2002,American
Buying the Cow,2002,American
Carrie,2002,American
Catch Me If You Can,2002,American
Changing Lanes,2002,American
Chat Room,2002,American
Chelsea Walls,2002,American
Ciao America,2002,American
City by the Sea,2002,American
City of Ghosts,2002,American
Civil Brand,2002,American
The Cockettes,2002,American
Collateral Damage,2002,American
The Crocodile Hunter: Collision Course,2002,American
Confessions of a Dangerous Mind,2002,American
The Count of Monte Cristo,2002,American
The Country Bears,2002,American
Crazy as Hell,2002,American
Crossroads,2002,American
The Dangerous Lives of Altar Boys,2002,American
Daughter from Danang,2002,American
Death to Smoochy,2002,American
Demon Island,2002,American
Deuces Wild,2002,American
Divine Secrets of the Ya-Ya Sisterhood,2002,American
Easy Listening,2002,American
Eight Crazy Nights,2002,American
Eight Legged Freaks,2002,American
The Emperor's Club,2002,American
The First $20 Million Is Always the Hardest,2002,American
Friday After Next,2002,American
The Four Feathers,2002,American
Full Frontal,2002,American
Ghost Ship,2002,American
The Good Girl,2002,American
Groom Lake,2002,American
The Guru,2002,American
The Guys,2002,American
Halloween: Resurrection,2002,American
Hart's War,2002,American
Hey Arnold!: The Movie,2002,American
High Crimes,2002,American
Hollywood Ending,2002,American
Home Room,2002,American
The Hot Chick,2002,American
The Hours,2002,American
Hysterical Blindness,2002,American
Igby Goes Down,2002,American
Interstate 60,2002,American
Jason X,2002,American
John Q,2002,American
Jonah: A VeggieTales Movie,2002,American
Juwanna Mann,2002,American
K-9: P.I.,2002,American
The Kid Stays in the Picture,2002,American
Killing Me Softly,2002,American
Kiss the Bride,2002,American
Kung Pow! Enter the Fist,2002,American
Last Call,2002,American
Laurel Canyon,2002,American
Life or Something Like It,2002,American
Like Mike,2002,American
Lilo & Stitch,2002,American
The Man from Elysian Fields,2002,American
The Master of Disguise,2002,American
Minority Report,2002,American
Moonlight Mile,2002,American
The Mothman Prophecies,2002,American
Mr. Deeds,2002,American
Murder by Numbers,2002,American
National Lampoon's Van Wilder,2002,American
New Best Friend,2002,American
The New Guy,2002,American
Nicholas Nickleby,2002,American
Night at the Golden Eagle,2002,American
One Hour Photo,2002,American
Orange County,2002,American
Paid in Full,2002,American
Panic Room,2002,American
Path to War,2002,American
Personal Velocity: Three Portraits,2002,American
Pinocchio,2002,American
Poolhall Junkies,2002,American
The Powerpuff Girls Movie,2002,American
Prisoner of Paradise,2002,American
Punch-Drunk Love,2002,American
The Quiet American,2002,American
Real Women Have Curves,2002,American
Red Dragon,2002,American
Reign of Fire,2002,American
Return to Never Land,2002,American
The Ring,2002,American
Ripley's Game,2002,American
Road to Perdition,2002,American
Roger Dodger,2002,American
Rollerball,2002,American
The Rookie,2002,American
The Rules of Attraction,2002,American
The Salton Sea,2002,American
The Santa Clause 2,2002,American
The Scorpion King,2002,American
The Secret Lives of Dentists,2002,American
Serving Sara,2002,American
The Singles Ward,2002,American
Snow Dogs,2002,American
Sorority Boys,2002,American
Spirit: Stallion of the Cimarron,2002,American
Spy Kids 2: The Island of Lost Dreams,2002,American
Star Wars: Episode II – Attack of the Clones,2002,American
Star Trek Nemesis,2002,American
State Property,2002,American
Stealing Harvard,2002,American
Stolen Summer,2002,American
Stuart Little 2,2002,American
The Sum of All Fears,2002,American
Sunshine State,2002,American
The Sweetest Thing,2002,American
Sweet Home Alabama,2002,American
Swept Away,2002,American
Time Changer,2002,American
The Time Machine,2002,American
The Transporter,2002,American
Trapped,2002,American
Treasure Planet,2002,American
The Trials of Henry Kissinger,2002,American
The Truth About Charlie,2002,American
Tuck Everlasting,2002,American
The Tuxedo,2002,American
Two Weeks Notice,2002,American
A Walk to Remember,2002,American
We Were Soldiers,2002,American
Welcome to Collinwood,2002,American
White Oleander,2002,American
The Wild Thornberrys Movie,2002,American
Shrek 2,2004,American
Spider-Man 2,2004,American
The Passion of the Christ,2004,American
Meet the Fockers,2004,American
The Incredibles,2004,American
Harry Potter and the Prisoner of Azkaban,2004,American
The Day After Tomorrow,2004,American
The Bourne Supremacy,2004,American
National Treasure,2004,American
The Polar Express,2004,American
My Baby's Daddy,2004,American
The Goodbye Girl,2004,American
Pixel Perfect,2004,American
Teacher's Pet,2004,American
Win a Date with Tad Hamilton!,2004,American
The Perfect Score,2004,American
You Got Served,2004,American
Catch That Kid,2004,American
Clifford's Really Big Movie,2004,American
Confessions of a Teenage Drama Queen,2004,American
Welcome to Mooseport,2004,American
Twisted,2004,American
Starsky & Hutch,2004,American
Secret Window,2004,American
Eternal Sunshine of the Spotless Mind,2004,American
Going to the Mat,2004,American
Taking Lives,2004,American
Jersey Girl,2004,American
The Ladykillers,2004,American
Ned Kelly,2004,American
Never Die Alone,2004,American
Scooby-Doo 2: Monsters Unleashed,2004,American
Home on the Range,2004,American
The Prince and Me,2004,American
Walking Tall,2004,American
Ella Enchanted,2004,American
The Girl Next Door,2004,American
The Whole Ten Yards,2004,American
Kill Bill: Volume 2,2004,American
The Punisher,2004,American
Man on Fire,2004,American
Laws of Attraction,2004,American
Mean Girls,2004,American
The Saddest Music in the World,2004,American
Off the Lip,2004,American
Super Size Me,2004,American
Van Helsing,2004,American
Coffee and Cigarettes,2004,American
A Slipping-Down Life,2004,American
Raising Helen,2004,American
Soul Plane,2004,American
Garfield: The Movie,2004,American
Napoleon Dynamite,2004,American
The Stepford Wives,2004,American
Zenon: Z3,2004,American
The Terminal,2004,American
The Notebook,2004,American
Two Brothers,2004,American
Before Sunset,2004,American
The Clearing,2004,American
"I, Robot",2004,American
Stuck in the Suburbs,2004,American
A Home at the End of the World,2004,American
Harold & Kumar Go to White Castle,2004,American
She Hate Me,2004,American
The Manchurian Candidate,2004,American
Thunderbirds,2004,American
The Village,2004,American
Little Black Book,2004,American
Open Water,2004,American
Tiger Cruise,2004,American
Yu-Gi-Oh! The Movie: Pyramid of Light,2004,American
Without a Paddle,2004,American
Superbabies: Baby Geniuses 2,2004,American
Suspect Zero,2004,American
Vanity Fair,2004,American
Warriors of Heaven and Earth,2004,American
Wicker Park,2004,American
Resident Evil: Apocalypse,2004,American
Sky Captain and the World of Tomorrow,2004,American
The Forgotten,2004,American
The Last Shot,2004,American
The Motorcycle Diaries,2004,American
Shaun of the Dead,2004,American
Ladder 49,2004,American
Shark Tale,2004,American
Friday Night Lights,2004,American
Halloweentown High,2004,American
Raise Your Voice,2004,American
The Final Cut,2004,American
Shall We Dance?,2004,American
Team America: World Police,2004,American
Surviving Christmas,2004,American
Vera Drake,2004,American
Stage Beauty,2004,American
Fade to Black,2004,American
Finding Neverland,2004,American
Seed of Chucky,2004,American
The SpongeBob SquarePants Movie,2004,American
Christmas with the Kranks,2004,American
House of Flying Daggers,2004,American
The Librarian: Quest for the Spear,2004,American
The Life and Death of Peter Sellers,2004,American
Flight of the Phoenix,2004,American
Lemony Snicket's A Series of Unfortunate Events,2004,American
Darkness,2004,American
Fat Albert,2004,American
The Life Aquatic with Steve Zissou,2004,American
In Good Company,2004,American
A Love Song for Bobby Long,2004,American
"1
",2003,American
"2
",2003,American
"3
",2003,American
"4
",2003,American
"5
",2003,American
"6
",2003,American
"7
",2003,American
"8
",2003,American
"9
",2003,American
"10
",2003,American
 ,2003,American
101 Dalmatians II: Patch's London Adventure,2003,American
Agent Cody Banks,2003,American
Aileen: Life and Death of a Serial Killer,2003,American
Alex & Emma,2003,American
Alien Hunter,2003,American
All the Real Girls,2003,American
Amandla!: A Revolution in Four-Part Harmony,2003,American
American Splendor,2003,American
American Wedding,2003,American
Anger Management,2003,American
Anne B. Real,2003,American
Anything Else,2003,American
Bad Boys II,2003,American
Bad Santa,2003,American
The Battle of Shaker Heights,2003,American
Bells of Innocence,2003,American
The Best Two Years,2003,American
Beyond Borders,2003,American
Big Fish,2003,American
Biker Boyz,2003,American
Black Cadillac,2003,American
Blind Horizon,2003,American
Boat Trip,2003,American
Bringing Down the House,2003,American
Bringing Rain,2003,American
Brother Bear,2003,American
The Brown Bunny,2003,American
Bruce Almighty,2003,American
Bulletproof Monk,2003,American
Casa de los Babys,2003,American
The Cat in the Hat,2003,American
